x1,x2,x3,x4,x5,label
0.667309104000612,0.1719175615584254,0.5675324810851452,0.8937681443083652,0.9274879252481667,Class_A
0.7021688526008232,0.7826643669751042,0.18440221980355798,0.5487961365147629,0.7164984480336701,Class_A
0.8827517745233641,0.6971667462534944,0.053136129957415235,0.2516313708797423,0.5190875694729047,Class_B
0.4485202113215009,0.1937959273671983,0.055206175218831643,0.4945659673285603,0.9718809137481599,Class_B
0.00802154265742594,0.13919694860859655,0.5612180808539886,0.3201115829533935,0.6885579616834784,Class_B
0.1769394178990813,0.49791443337072205,0.8977613115364365,0.7800210684059012,0.42791408881676984,Class_A
0.9296427019788454,0.43774865411755093,0.09351822609916394,0.2084685071521114,0.9905329997615445,Class_A
0.5879673383532487,0.892758285447973,0.28887169309736693,0.3636103157979955,0.697234874123397,Class_A
0.2329007319446026,0.45518426127933787,0.6451670175595701,0.08113880219974412,0.6315636226889988,Class_B
0.8594780749741575,0.35216286723399026,0.957097211198426,0.31296980479358405,0.19716981981515636,Class_A
0.8736560331084728,0.5970574610831128,0.5960931113447304,0.4110890862676654,0.8788962954771132,Class_A
0.5687622038640651,0.8307529879238579,0.7526164130887543,0.348978151564328,0.2889697415565786,Class_A
0.15032392328392408,0.5781986088762395,0.6844806769512523,0.9560515732014322,0.4095156496885387,Class_A
0.4240517172684647,0.5526839956668034,0.8046307035075019,0.6177440551864447,0.40266930285192604,Class_A
0.13411472655050205,0.18241547375280553,0.497407754247825,0.6044305738397375,0.8572481232888309,Class_B
0.9261101515641503,0.12554843478401712,0.0576110223950973,0.1598558026379714,0.33029881111387416,Class_B
0.11092118859678024,0.0198711647414902,0.5906794081037677,0.014263990578788577,0.3185579033548913,Class_B
0.7848513680451197,0.4073021779496374,0.350091359438531,0.039684368621463406,0.4679047390424993,Class_B
0.0006866137551149176,0.5233899973066919,0.6839052115000752,0.8601359910051851,0.6062053437341082,Class_A
0.5375399734851428,0.7031401284154776,0.27402872278669876,0.6390158793651946,0.620892427422441,Class_A
0.13993771772391517,0.31728469783001667,0.12310795715522282,0.20500988463559233,0.8918898228284187,Class_B
0.30724749528894735,0.20333996489686756,0.7127838162279237,0.11960314968205632,0.6935186431411121,Class_B
0.3649633131650797,0.17172914664870031,0.4297380852711754,0.2554856691134386,0.38354088297779976,Class_B
0.09737212884794078,0.42820821929364306,0.9454532049432541,0.29982166684746525,0.9356457178589913,Class_A
0.5551330767336795,0.265619934852117,0.4267646810216179,0.8076152262137225,0.4839122285186631,Class_A
0.9785545059744926,0.23519954592256798,0.6414051576124058,0.051188519774978736,0.6198358802844101,Class_A
0.46394329527921196,0.4617913158082053,0.32052597393583404,0.1358927993491016,0.7419200053316428,Class_B
0.9019923604468333,0.5291852964167802,0.559336529304501,0.7641387113889065,0.18657294653541168,Class_A
0.8088451700942104,0.2453627100446194,0.2825776310690826,0.15845434752417276,0.2677571636257442,Class_B
0.3695569569628354,0.021079905077476035,0.5591161611511377,0.760220897715866,0.11145155812256802,Class_B
0.6143252878407814,0.7081305679633705,0.035500840801658495,0.7698849861564528,0.4542139308230696,Class_A
0.07281125916394615,0.8499047256261499,0.10198906164888366,0.09230429173980914,0.1656666585372475,Class_B
0.04232337475048886,0.34006579393414105,0.06412104525438278,0.07242425892624271,0.24277171224783922,Class_B
0.5051629980317612,0.7572372411574906,0.7527315127386787,0.182096369148661,0.5034179679543069,Class_A
0.7327082114609127,0.3055733147192633,0.8916227668333613,0.08126036568783679,0.31615534713200855,Class_B
0.5328786787640536,0.12757710336427885,0.998571102774206,0.19292797628498626,0.7949239250276686,Class_A
0.3046419890913079,0.21516482255342484,0.4552013679246343,0.07043386145021235,0.30183522745212366,Class_B
0.10077577994027165,0.2551748684245333,0.45366255711788905,0.8553082291590676,0.3599395850819772,Class_B
0.9955417433708085,0.5698917422537296,0.678700750220467,0.23813640369958455,0.14577201146550367,Class_A
0.7762187185763354,0.36498010504979983,0.20729784519136274,0.723746198218852,0.8810789448458307,Class_A
0.055008388966011346,0.5355178884117341,0.3389473888001193,0.895855129917169,0.09823207088041408,Class_B
0.41025007614850073,0.038115280388920425,0.8634678138823759,0.2039850308410993,0.8067473433703144,Class_B
0.4974744199278861,0.015914643663213046,0.6074483933477434,0.9336227593455443,0.8486905341961487,Class_A
0.523364989629533,0.06644824570150576,0.37608775250263526,0.04529062646112503,0.9344210717912645,Class_B
0.6236828487533058,0.4144068241031643,0.5685976117409665,0.27951771621515786,0.23515751276532992,Class_B
0.5742715246195443,0.9917765115077225,0.6955541917617017,0.1718857117989102,0.22156003811618696,Class_A
0.5780360633027541,0.6744899332067731,0.707950484500897,0.6024754040249777,0.4199782407829674,Class_A
0.12216965006751379,0.3684092880500047,0.6065499118824556,0.009185861705334974,0.96803388190416,Class_B
0.43616197592113315,0.02578003107009519,0.02352662814981543,0.8443621749820515,0.8299672469385485,Class_B
0.09118480788542827,0.051257084003472064,0.9847033575144118,0.8827364608250875,0.09189503832991908,Class_B
0.0852402150435384,0.6421731496849216,0.27453200680044065,0.39282506150578556,0.6207404080678836,Class_B
0.3106499267559144,0.4933815226690218,0.9130418767066053,0.7299620093481952,0.008946379086112843,Class_B
